generator,ruleset,seed,budget,branch_coverage,mutation_score,time_sec
search,wimbledon,26,20,0.7121212121212122,0.37987012987012986,8.285
search,wimbledon,27,20,0.7727272727272727,0.3961038961038961,10.742
search,wimbledon,28,20,0.6818181818181819,0.38636363636363635,38.189
search,wimbledon,29,20,0.5151515151515151,0.32142857142857145,18.841
search,usopen,0,20,0.7272727272727273,0.39,46.542
search,usopen,1,20,0.7272727272727273,0.4025974025974026,44.406
search,usopen,2,20,0.5303030303030303,0.34415584415584416,11.247
search,usopen,3,20,0.7121212121212122,0.37,48.437
search,usopen,4,20,0.6818181818181819,0.37987012987012986,18.599
search,usopen,5,20,0.6818181818181819,0.3433333333333333,37.301
search,usopen,6,20,0.7272727272727273,0.39935064935064934,45.477
search,usopen,7,20,0.6818181818181819,0.36688311688311687,8.477
search,usopen,8,20,0.7575757575757575,0.38666666666666666,46.136
search,usopen,9,20,0.6818181818181819,0.37012987012987014,14.241
search,usopen,10,20,0.7575757575757575,0.4166666666666667,42.581
search,usopen,11,20,0.6818181818181819,0.37337662337662336,39.999
search,usopen,12,20,0.7272727272727273,0.37337662337662336,20.799
search,usopen,13,20,0.7272727272727273,0.37012987012987014,10.637
search,usopen,14,20,0.7575757575757575,0.3961038961038961,9.912
search,usopen,15,20,0.5303030303030303,0.3409090909090909,8.777
search,usopen,16,20,0.5303030303030303,0.33116883116883117,9.589
search,usopen,17,20,0.7272727272727273,0.3961038961038961,8.809
search,usopen,18,20,0.7121212121212122,0.38636363636363635,9.661
search,usopen,19,20,0.6666666666666667,0.36688311688311687,8.679
search,usopen,20,20,0.5303030303030303,0.3409090909090909,9.048
search,usopen,21,20,0.6818181818181819,0.37662337662337664,9.039
search,usopen,22,20,0.7575757575757575,0.40584415584415584,9.259
search,usopen,23,20,0.6818181818181819,0.38636363636363635,9.223
search,usopen,24,20,0.5303030303030303,0.3474025974025974,9.039
search,usopen,25,20,0.6818181818181819,0.37662337662337664,10.771
search,usopen,26,20,0.696969696969697,0.37987012987012986,8.884
search,usopen,27,20,0.7575757575757575,0.4025974025974026,9.834
search,usopen,28,20,0.6818181818181819,0.38636363636363635,10.805
search,usopen,29,20,0.5151515151515151,0.32142857142857145,10.087
search,ausopen,0,20,0.7272727272727273,0.37987012987012986,9.405
search,ausopen,1,20,0.7272727272727273,0.4025974025974026,9.685
search,ausopen,2,20,0.5303030303030303,0.34415584415584416,9.153
search,ausopen,3,20,0.7272727272727273,0.36688311688311687,10.618
search,ausopen,4,20,0.6818181818181819,0.37987012987012986,9.739
search,ausopen,5,20,0.6818181818181819,0.36038961038961037,10.026
search,ausopen,6,20,0.7272727272727273,0.39935064935064934,9.736
search,ausopen,7,20,0.6818181818181819,0.36688311688311687,10.106
search,ausopen,8,20,0.7727272727272727,0.37987012987012986,9.809
search,ausopen,9,20,0.6818181818181819,0.37012987012987014,9.416
search,ausopen,10,20,0.7727272727272727,0.4025974025974026,9.993
search,ausopen,11,20,0.6818181818181819,0.37337662337662336,10.096
search,ausopen,12,20,0.7272727272727273,0.37337662337662336,9.998
search,ausopen,13,20,0.7272727272727273,0.37012987012987014,10.599
search,ausopen,14,20,0.7727272727272727,0.3961038961038961,10.189
search,ausopen,15,20,0.5303030303030303,0.3409090909090909,9.829
search,ausopen,16,20,0.5303030303030303,0.33116883116883117,10.143
search,ausopen,17,20,0.7272727272727273,0.3961038961038961,10.009
search,ausopen,18,20,0.7272727272727273,0.38636363636363635,10.547
search,ausopen,19,20,0.6666666666666667,0.36688311688311687,10.257
search,ausopen,20,20,0.5303030303030303,0.3409090909090909,9.87
search,ausopen,21,20,0.6818181818181819,0.37662337662337664,10.227
search,ausopen,22,20,0.7727272727272727,0.39935064935064934,10.115
search,ausopen,23,20,0.6818181818181819,0.38636363636363635,10.297
search,ausopen,24,20,0.5303030303030303,0.3474025974025974,10.226
search,ausopen,25,20,0.6818181818181819,0.37662337662337664,10.556
search,ausopen,26,20,0.7121212121212122,0.37987012987012986,10.213
search,ausopen,27,20,0.7727272727272727,0.3961038961038961,10.155
search,ausopen,28,20,0.6818181818181819,0.38636363636363635,10.426
search,ausopen,29,20,0.5151515151515151,0.32142857142857145,10.703
ablation,wimbledon,0,20,0.7272727272727273,0.4025974025974026,9.957
ablation,wimbledon,1,20,0.7272727272727273,0.3961038961038961,9.628
ablation,wimbledon,2,20,0.5303030303030303,0.34415584415584416,9.231
ablation,wimbledon,3,20,0.7272727272727273,0.36688311688311687,11.222
ablation,wimbledon,4,20,0.6818181818181819,0.37987012987012986,10.582
ablation,wimbledon,5,20,0.6818181818181819,0.36038961038961037,9.231
ablation,wimbledon,6,20,0.7272727272727273,0.41233766233766234,9.531
ablation,wimbledon,7,20,0.6818181818181819,0.38636363636363635,10.491
ablation,wimbledon,8,20,0.7727272727272727,0.37987012987012986,10.478
ablation,wimbledon,9,20,0.6818181818181819,0.37012987012987014,8.762
ablation,wimbledon,10,20,0.7727272727272727,0.37987012987012986,9.915
ablation,wimbledon,11,20,0.6818181818181819,0.37337662337662336,10.028
ablation,wimbledon,12,20,0.7272727272727273,0.37337662337662336,10.379
ablation,wimbledon,13,20,0.7272727272727273,0.37012987012987014,10.302
ablation,wimbledon,14,20,0.7272727272727273,0.39935064935064934,9.957
ablation,wimbledon,15,20,0.5303030303030303,0.3409090909090909,10.569
ablation,wimbledon,16,20,0.5303030303030303,0.33116883116883117,10.698
ablation,wimbledon,17,20,0.7272727272727273,0.3961038961038961,10.37
ablation,wimbledon,18,20,0.7272727272727273,0.4025974025974026,10.26
ablation,wimbledon,19,20,0.6666666666666667,0.36688311688311687,9.954
ablation,wimbledon,20,20,0.5303030303030303,0.3409090909090909,9.618
ablation,wimbledon,21,20,0.6818181818181819,0.37662337662337664,10.146
ablation,wimbledon,22,20,0.7727272727272727,0.39285714285714285,10.08
ablation,wimbledon,23,20,0.6818181818181819,0.38961038961038963,10.64
ablation,wimbledon,24,20,0.5303030303030303,0.3474025974025974,10.312
ablation,wimbledon,25,20,0.6818181818181819,0.3961038961038961,12.161
ablation,wimbledon,26,20,0.7121212121212122,0.41233766233766234,11.037
ablation,wimbledon,27,20,0.7727272727272727,0.42857142857142855,10.843
ablation,wimbledon,28,20,0.6818181818181819,0.38311688311688313,11.028
ablation,wimbledon,29,20,0.5151515151515151,0.32142857142857145,10.924
ablation,usopen,0,20,0.7272727272727273,0.4025974025974026,11.501
ablation,usopen,1,20,0.7272727272727273,0.3961038961038961,10.326
ablation,usopen,2,20,0.5303030303030303,0.34415584415584416,9.59
ablation,usopen,3,20,0.7121212121212122,0.36038961038961037,11.541
